RHBMM,Accuracyyy,AGE,DRESS,Home,Jail
1,0.7814,youth,green,city,yes
1,0.6769,youth,black,city,no
1,0.5912,senior,green,city,yes
0,0.7207,middle,black,forest,yes
0,0.6975,youth,red,city,no
0,0.7318,middle,black,city,no
1,0.3524,middle,red,city,no
1,0.6649,middle,black,city,yes
1,0.4349,youth,black,forest,no
0,0.7043,middle,green,city,no
1,0.7986,senior,black,forest,no
0,0.5985,youth,red,forest,no
1,0.5273,senior,black,forest,no
1,0.5478,youth,black,city,no
0,0.6865,youth,black,city,no
1,0.8658,youth,green,city,no
0,0.689,senior,black,city,no
0,0.7019,middle,red,city,no
1,0.8171,youth,black,forest,no
1,0.7846,senior,green,city,yes
1,0.7656,youth,black,forest,no
1,0.6965,senior,black,forest,no
1,0.7938,middle,black,forest,no
1,0.7897,middle,green,forest,yes
1,0.9229,youth,black,forest,no
0,0.7474,senior,black,city,no
1,0.7076,middle,black,city,yes
1,0.8368,youth,green,city,yes
1,0.5173,youth,black,city,no
1,0.7528,middle,green,forest,no
0,0.7783,middle,black,city,yes
1,0.8917,youth,green,forest,no
1,0.4605,middle,green,forest,no
0,0.7358,youth,green,city,yes
1,0.6002,youth,black,forest,yes
1,0.7445,youth,green,city,yes
1,0.6181,youth,black,forest,no
0,0.847,middle,black,city,no
0,0.576,youth,black,city,no
1,0.7817,middle,green,forest,no
0,0.4586,middle,red,forest,no
0,0.6989,middle,red,city,no
1,0.83,youth,green,city,no
1,0.781,senior,red,forest,no
1,0.6901,youth,green,forest,no
0,0.5968,youth,black,city,no
0,0.6417,youth,green,city,no
0,0.6705,youth,green,city,no
0,0.6621,youth,red,city,no
0,0.4983,youth,red,city,no
0,0.5851,youth,red,city,no
0,0.7006,youth,black,forest,no
0,0.5675,senior,green,city,no
1,0.5351,youth,green,forest,no
1,0.8765,middle,green,city,no
1,0.774,middle,green,city,yes
1,0.3877,middle,black,forest,yes
0,0.6467,senior,red,city,no
0,0.7841,middle,green,city,no
0,0.7785,youth,green,city,no
0,0.585,middle,red,forest,no
1,0.7755,senior,green,city,no
0,0.6976,middle,black,city,no
0,0.6163,youth,green,city,yes
0,0.8655,middle,black,city,no
1,0.6346,middle,red,forest,no
1,0.7972,middle,green,forest,no
1,0.8559,middle,red,forest,no
0,0.5389,youth,black,city,no
0,0.5629,youth,green,city,no
0,0.8474,youth,red,city,no
1,0.9041,youth,green,city,no
1,0.7033,middle,black,city,no
1,0.7,youth,red,city,no
0,0.6626,youth,red,city,no
1,0.6832,youth,red,city,no
1,0.7044,youth,green,forest,yes
1,0.6495,youth,black,city,no
1,0.7509,senior,black,city,yes
0,0.6961,youth,green,city,no
0,0.476,middle,red,city,no
0,0.4925,youth,red,city,no
0,0.6021,middle,red,forest,no
1,0.7958,youth,green,forest,no
0,0.4075,youth,black,city,no
0,0.619,youth,green,city,no
1,0.761,senior,green,city,no
1,0.8152,senior,black,city,yes
1,0.8007,senior,black,city,no
0,0.5607,youth,red,city,yes
1,0.7261,youth,black,forest,no
1,0.7144,middle,black,city,no
1,0.8077,youth,green,city,no
1,0.7576,middle,green,forest,no
0,0.3916,senior,black,city,no
1,0.6846,senior,green,city,no
0,0.8269,youth,green,city,no
0,0.5605,middle,red,city,yes
1,0.438,senior,black,forest,no
1,0.5983,youth,black,city,no
1,0.7425,youth,green,city,yes
1,0.7633,middle,black,city,no
0,0.5129,youth,black,forest,no
1,0.7564,middle,red,city,no
1,0.6898,youth,black,city,no
1,0.7453,middle,red,forest,no
0,0.8453,youth,green,city,no
1,0.7616,middle,green,forest,no
1,0.7816,youth,black,city,no
0,0.4209,middle,red,forest,no
0,0.5697,youth,red,city,no
0,0.6579,middle,red,city,no
1,0.5217,senior,black,city,yes
0,0.4944,youth,red,city,yes
1,0.5225,senior,green,forest,no
0,0.5893,middle,black,city,no
1,0.7211,youth,green,forest,no
1,0.5478,middle,green,city,yes
0,0.827,senior,green,city,no
1,0.7277,youth,green,city,no
1,0.7635,senior,green,city,no
0,0.7231,middle,black,city,yes
0,0.6931,middle,red,city,no
1,0.8706,senior,green,city,yes
0,0.5781,senior,green,city,no
0,0.7183,youth,black,city,no
1,0.7629,middle,green,forest,no
0,0.8736,senior,black,city,no
0,0.8507,senior,red,city,yes
1,0.931,middle,green,city,no
1,0.7042,senior,red,forest,no
1,0.5766,youth,green,city,yes
1,0.6402,youth,red,city,no
0,0.4897,senior,black,city,no
0,0.7762,middle,black,city,no
1,0.7753,middle,black,forest,no
0,0.643,youth,black,city,no
0,0.4254,youth,black,forest,no
1,0.7948,youth,black,forest,no
1,0.705,youth,black,forest,no
1,0.65,middle,green,city,no
0,0.7395,senior,red,city,no
0,0.6172,youth,green,city,no
0,0.6638,middle,black,city,no
1,0.5362,middle,green,forest,yes
1,0.6247,middle,black,forest,yes
1,0.4854,youth,green,city,no
0,0.5956,youth,black,forest,no
0,0.5761,youth,black,city,no
1,0.6243,middle,green,forest,no
1,0.6404,youth,green,forest,no
0,0.7828,senior,black,city,no
0,0.3737,middle,black,city,no
0,0.6669,middle,red,city,no
1,0.7601,middle,black,forest,no
1,0.6765,youth,green,forest,no
1,0.67,middle,green,city,no
1,0.8658,youth,green,city,no
1,0.6306,youth,red,city,no
0,0.7814,youth,black,city,no
0,0.7273,middle,red,forest,no
0,0.8389,youth,red,city,yes
1,0.6855,middle,black,city,no
0,0.4472,senior,black,city,no
0,0.6172,senior,black,forest,no
0,0.5276,middle,red,city,no
1,0.6225,senior,green,forest,no
1,0.6444,youth,green,city,no
0,0.6547,middle,black,city,no
1,0.8475,youth,black,city,no
1,0.6522,youth,green,city,no
1,0.7762,senior,red,city,no
1,0.696,middle,black,forest,no
1,0.7074,youth,green,city,no
1,0.8154,senior,green,forest,no
1,0.8561,middle,black,city,no
0,0.7678,middle,red,city,no
1,0.7222,youth,green,forest,no
0,0.5122,youth,black,city,no
1,0.7744,youth,green,city,no
1,0.6622,middle,red,forest,no
1,0.6574,middle,green,forest,no
1,0.3951,senior,black,city,no
1,0.63,senior,green,city,yes
0,0.4585,youth,red,city,yes
0,0.8184,youth,green,city,no
0,0.7641,middle,red,city,no
0,0.6373,youth,black,city,no
0,0.7285,youth,green,city,no
1,0.9547,youth,green,city,no
1,0.3607,middle,green,city,yes
0,0.5933,middle,red,city,no
1,0.8297,youth,black,city,no
0,0.7419,youth,red,city,no
0,0.6304,middle,black,city,no
1,0.6854,middle,black,forest,no
0,0.503,youth,green,city,no
1,0.8651,youth,red,city,no
1,0.8303,senior,black,city,no
0,0.5996,middle,black,city,no
1,0.5461,senior,black,city,no
0,0.6874,senior,black,city,no
0,0.6739,youth,green,city,no
1,0.8362,senior,black,city,yes
1,0.6659,senior,red,city,yes
0,0.5606,senior,green,city,no
1,0.7124,youth,red,city,no
1,0.7187,middle,black,forest,no
0,0.5661,middle,red,city,no
0,0.649,youth,green,city,no
1,0.8016,senior,green,forest,no
1,0.5477,youth,black,city,no
1,0.6811,middle,red,forest,yes
1,0.7356,middle,red,city,no
0,0.7378,senior,red,forest,no
0,0.6804,youth,black,city,no
0,0.5542,youth,red,city,no
1,0.9059,youth,black,forest,no
1,0.398,middle,red,city,no
1,0.7542,middle,green,forest,no
1,0.6726,senior,black,forest,no
1,0.8524,middle,red,city,no
0,0.8383,middle,red,city,no
1,0.6738,middle,red,forest,no
0,0.7633,youth,red,city,no
0,0.6187,middle,red,city,no
0,0.6399,youth,black,forest,no
0,0.7229,senior,black,city,no
1,0.6314,middle,black,forest,yes
1,0.6466,youth,black,city,no
0,0.8304,middle,green,city,no
1,0.8424,middle,red,forest,no
0,0.7084,middle,black,city,no
0,0.866,senior,green,city,yes
0,0.6919,youth,black,city,no
0,0.7021,youth,black,city,no
0,0.7232,youth,black,city,no
0,0.8482,middle,black,city,no
1,0.9241,middle,black,city,no
1,0.8211,middle,black,forest,no
0,0.7525,youth,black,city,no
1,0.8344,middle,black,city,no
1,0.787,youth,black,forest,yes
0,0.5249,senior,red,city,yes
1,0.7693,middle,red,forest,yes
0,0.7626,youth,red,city,yes
1,0.775,youth,black,city,no
0,0.8068,middle,red,city,no
1,0.9252,senior,red,city,no
1,0.7622,senior,red,city,no
1,0.7679,middle,black,forest,yes
0,0.901,youth,red,city,no
1,0.6906,youth,red,forest,no
1,0.4388,middle,black,forest,no
0,0.5719,youth,green,city,no
1,0.8315,senior,red,forest,no
1,0.7466,youth,green,city,no
1,0.8115,youth,black,forest,yes
1,0.6071,youth,green,city,no
1,0.6817,youth,green,forest,yes
1,0.7692,youth,green,forest,no
1,0.6985,middle,black,city,no
1,0.6426,middle,black,city,no
1,0.6531,middle,red,forest,yes
1,0.7937,middle,green,city,no
1,0.6663,youth,black,city,no
1,0.864,middle,black,forest,no
1,0.727,middle,red,city,no
0,0.704,senior,black,city,yes
0,0.733,middle,red,city,no
1,0.8676,youth,red,forest,no
1,0.8013,senior,red,city,no
1,0.625,middle,green,forest,no
0,0.6753,youth,black,city,no
0,0.6705,senior,black,city,no
1,0.7985,youth,black,city,no
1,0.6632,middle,green,city,no
1,0.8251,middle,black,forest,no
0,0.7164,youth,red,city,no
0,0.8572,youth,red,city,no
1,0.7018,youth,red,city,no
0,0.8395,youth,black,forest,no
1,0.5922,senior,green,city,no
0,0.7555,middle,black,city,no
1,0.5968,senior,green,city,no
0,0.7627,youth,black,city,no
1,0.6887,middle,red,city,yes
1,0.7089,youth,red,city,no
0,0.7564,middle,black,city,no
1,0.7253,middle,green,city,no
0,0.5738,middle,red,city,no
1,0.7342,youth,green,city,no
1,0.8364,senior,red,city,no
1,0.6327,senior,green,forest,no
1,0.6142,senior,black,city,no
1,0.7582,youth,black,city,no
1,0.7016,youth,green,forest,yes
1,0.5547,middle,green,forest,no
0,0.6979,youth,red,city,no
1,0.8435,youth,red,forest,no
1,0.5361,middle,black,forest,no
0,0.8337,youth,red,city,no
0,0.7909,middle,black,city,no
0,0.7021,youth,red,forest,no
1,0.6823,middle,black,city,no
0,0.4957,senior,black,city,no
0,0.7239,middle,black,city,no
0,0.7132,youth,red,forest,no
1,0.7179,middle,green,city,no
1,0.7319,youth,black,forest,no
0,0.5394,middle,red,city,no
1,0.5884,youth,black,forest,yes
1,0.5145,middle,green,city,no
0,0.518,youth,red,city,no
0,0.7726,middle,red,city,yes
1,0.7826,senior,red,forest,no
0,0.6855,middle,black,city,no
0,0.8129,middle,red,city,no
1,0.355,middle,green,forest,yes
0,0.5413,youth,black,city,no
1,0.6547,middle,green,forest,no
1,0.8819,senior,green,forest,no
0,0.8403,youth,red,city,yes
1,0.4419,senior,green,forest,yes
1,0.8156,youth,green,forest,yes
1,0.5388,middle,green,forest,yes
1,0.4566,middle,green,city,no
1,0.6931,youth,black,forest,no
1,0.743,senior,black,city,no
1,0.7986,youth,red,city,yes
1,0.6081,senior,black,city,no
0,0.8603,youth,red,city,no
1,0.8538,youth,red,city,yes
0,0.6246,youth,black,city,yes
1,0.8009,youth,red,city,no
0,0.6622,senior,red,city,no
0,0.7613,middle,black,city,no
0,0.7683,middle,red,city,no
1,0.7244,youth,black,forest,no
0,0.6633,youth,black,city,no
0,0.3596,senior,black,city,no
1,0.6477,senior,black,city,no
0,0.843,middle,black,city,yes
1,0.7984,senior,red,forest,no
1,0.6557,middle,green,city,no
1,0.6858,middle,green,city,no
1,0.5191,youth,black,city,no
1,0.6767,middle,black,city,no
0,0.7972,youth,red,city,no
0,0.8741,youth,red,city,no
1,0.5927,middle,black,city,no
1,0.7945,senior,green,forest,yes
0,0.6402,middle,green,city,no
1,0.932,middle,green,forest,no
1,0.7679,middle,black,city,no
1,0.7349,senior,green,forest,no
0,0.5095,youth,red,forest,no
1,0.7188,senior,red,city,no
0,0.6383,middle,black,forest,no
1,0.4882,youth,red,city,no
0,0.7048,middle,red,forest,no
0,0.5616,youth,red,forest,no
1,0.8149,youth,green,city,no
0,0.7524,middle,black,city,no
1,0.6981,youth,black,forest,no
0,0.6916,middle,black,city,no
0,0.4507,middle,black,city,no
1,0.568,senior,black,city,no
1,0.7091,youth,green,forest,no
1,0.7497,youth,red,forest,yes
0,0.7434,senior,green,city,no
0,0.5552,youth,red,city,no
1,0.7533,middle,green,city,no
1,0.7344,senior,black,city,no
0,0.7456,youth,black,city,no
1,0.4524,middle,red,city,yes
1,0.539,middle,green,city,no
1,0.5719,youth,green,city,no
1,0.7028,youth,red,city,no
1,0.6239,youth,black,city,no
1,0.6759,senior,green,city,yes
1,0.8335,youth,black,city,no
0,0.842,middle,red,city,no
0,0.6303,middle,red,city,no
0,0.36870000000000003,middle,black,forest,no
0,0.7552,middle,black,city,no
1,0.6885,middle,black,city,no
1,0.6756,youth,black,forest,no
0,0.7492,middle,green,city,no
1,0.6149,middle,black,forest,yes
1,0.4947,senior,green,forest,no
0,0.6218,youth,black,forest,no
0,0.6885,youth,green,city,no
1,0.7616,youth,black,city,no
0,0.5308,middle,black,forest,no
1,0.4584,youth,black,city,no
1,0.7998,middle,green,city,no
1,0.442,youth,black,city,no
0,0.6633,youth,green,city,no
1,0.7671,middle,red,city,no
0,0.8205,middle,red,city,no
0,0.6894,youth,black,forest,no
0,0.6127,middle,red,city,no
0,0.5505,middle,green,city,no
0,0.6072,senior,red,forest,no
0,0.6172,middle,black,city,no
0,0.6067,senior,black,city,no
1,0.822,youth,black,forest,no
1,0.5335,middle,black,city,no
1,0.5425,senior,black,city,no
1,0.395,youth,green,forest,no
1,0.7301,youth,green,city,no
1,0.748,middle,green,city,no
0,0.6624,youth,green,city,no
1,0.6175,youth,green,city,no
0,0.6852,middle,black,city,no
0,0.7298,middle,black,city,no
0,0.8438,middle,red,city,no
1,0.9106,youth,black,forest,no
1,0.5376,youth,green,city,no
0,0.4452,senior,black,city,no
1,0.7773,middle,red,city,no
0,0.8408,youth,green,forest,no
1,0.3552,youth,green,city,no
0,0.6522,senior,red,city,no
1,0.5266,youth,green,city,yes
0,0.4759,senior,black,forest,yes
0,0.5571,youth,red,city,yes
0,0.5601,middle,green,city,no
0,0.75,middle,red,forest,no
0,0.8337,youth,red,city,yes
0,0.7217,youth,black,city,no
0,0.6963,youth,black,city,no
1,0.8561,youth,black,city,no
0,0.428,senior,black,forest,no
1,0.7068,middle,black,city,yes
0,0.7875,youth,black,city,no
0,0.6582,youth,red,city,no
0,0.6716,youth,black,city,no
0,0.8277,youth,red,city,no
0,0.5284,youth,black,city,no
1,0.7734,youth,red,forest,no
1,0.852,youth,green,forest,no
1,0.9033,youth,black,city,no
1,0.8345,middle,green,city,no
0,0.6383,middle,green,city,yes
1,0.5494,middle,green,city,no
1,0.7714,middle,red,city,no
1,0.5686,youth,black,forest,no
1,0.6184,middle,green,city,no
1,0.7327,middle,green,city,no
0,0.7768,youth,black,city,no
1,0.874,senior,red,city,no
0,0.638,middle,red,city,no
0,0.7726,youth,red,city,no
0,0.4738,youth,black,city,no
0,0.7741,youth,green,forest,no
1,0.7526,middle,green,city,no
1,0.9628,senior,green,city,no
1,0.469,middle,black,city,no
0,0.7667,middle,red,city,no
0,0.6651,middle,black,city,no
1,0.716,youth,black,forest,no
0,0.5603,middle,green,city,no
0,0.6953,youth,red,forest,no
1,0.729,middle,black,city,no
0,0.6343,middle,black,forest,no
0,0.591,youth,red,city,no
0,0.7699,middle,black,city,no
1,0.6705,middle,green,forest,no
1,0.7518,senior,black,city,yes
0,0.5794,middle,red,forest,no
1,0.8075,youth,green,forest,no
1,0.8036,middle,green,forest,no
1,0.4686,senior,black,city,no
0,0.8754,middle,black,city,no
1,0.815,middle,black,forest,no
1,0.6466,middle,red,city,no
0,0.8283,youth,red,city,no
0,0.6216,senior,red,city,no
0,0.8128,youth,green,city,no
0,0.7982,middle,black,city,no
0,0.6998,middle,black,city,no
1,0.7267,youth,black,forest,yes
1,0.6327,youth,black,city,no
1,0.6831,middle,black,city,no
1,0.6797,youth,black,city,yes
0,0.7988,youth,red,city,no
0,0.6111,senior,red,forest,no
1,0.5325,senior,black,city,no
1,0.5598,middle,black,city,no
0,0.451,middle,green,city,no
0,0.8209,senior,red,forest,no
1,0.6909,middle,black,forest,no
0,0.4297,youth,black,city,no
1,0.7321,senior,black,forest,no
0,0.6099,middle,black,city,no
0,0.8627,middle,red,city,no
0,0.6874,senior,green,city,no
0,0.6969,youth,red,city,no
0,0.5201,middle,red,city,no
1,0.8417,youth,red,city,no
0,0.5427,senior,red,city,no
1,0.6968,youth,red,forest,no
1,0.7652,youth,black,city,no
0,0.7271,senior,black,city,no
1,0.5153,youth,green,forest,no
1,0.8533,middle,green,city,no
1,0.6532,senior,red,city,no
1,0.743,youth,green,forest,no
1,0.8195,youth,green,forest,no
1,0.9178,youth,green,forest,no
1,0.7793,youth,red,forest,no
1,0.7013,youth,black,forest,no
0,0.7238,senior,black,city,no
1,0.6416,youth,red,city,no
1,0.699,middle,black,forest,yes
1,0.6084,youth,red,city,no
1,0.4835,youth,black,forest,no
1,0.5915,youth,black,city,no
1,0.5629,youth,green,city,no
0,0.9178,youth,black,city,yes
1,0.5382,middle,black,city,no
1,0.7509,middle,green,city,yes
1,0.8483,middle,red,forest,no
0,0.5377,youth,red,city,no
1,0.8504,senior,red,city,no
0,0.7312,youth,black,city,no
0,0.7139,youth,red,forest,no
1,0.6669,youth,black,city,no
1,0.7421,middle,black,forest,no
0,0.8387,senior,red,city,no
1,0.8958,youth,black,city,no
1,0.7763,youth,black,city,no
1,0.6981,middle,black,city,no
1,0.7444,youth,black,forest,no
1,0.6859,middle,green,forest,no
1,0.7503,middle,green,city,yes
1,0.8221,senior,green,forest,no
1,0.7208,youth,green,city,no
1,0.8233,senior,green,forest,no
0,0.7112,senior,red,city,no
1,0.797,youth,green,city,no
0,0.6587,youth,red,city,no
0,0.753,middle,black,city,no
0,0.6244,youth,red,city,no
0,0.7841,youth,black,city,no
0,0.7771,youth,green,city,yes
0,0.7992,youth,black,city,yes
1,0.5734,youth,black,city,no
0,0.6402,senior,black,city,yes
1,0.7232,senior,green,city,no
0,0.709,middle,black,city,no
0,0.7888,youth,red,city,no
0,0.6629,middle,black,city,no
0,0.8604,middle,black,city,no
0,0.7271,middle,red,city,no
0,0.7339,youth,red,forest,no
1,0.7622,senior,green,forest,no
0,0.6638,youth,black,city,no
1,0.7807,middle,black,city,no
0,0.7519,senior,green,city,no
0,0.4706,middle,black,city,no
0,0.7464,senior,green,city,no
1,0.5036,youth,red,forest,yes
1,0.6886,youth,red,forest,no
0,0.6605,youth,green,city,no
0,0.829,senior,black,city,no
0,0.6202,middle,red,city,no
1,0.7464,middle,black,forest,no
1,0.4656,senior,green,city,no
1,0.5099,middle,green,forest,no
0,0.7477,senior,red,city,no
1,0.6129,youth,green,city,no
0,0.7384,youth,black,city,yes
0,0.6531,middle,red,city,no
1,0.5861,middle,black,forest,no
1,0.7759,senior,black,forest,no
1,0.6925,middle,green,forest,no
0,0.5253,youth,black,city,no
0,0.7502,middle,black,city,no
1,0.782,youth,green,city,yes
0,0.8509,youth,black,city,yes
1,0.9006,youth,black,city,no
0,0.6777,middle,red,city,yes
0,0.5269,youth,red,forest,no
0,0.8849,middle,red,city,no
1,0.7172,senior,red,city,no
0,0.8228,senior,black,city,yes
0,0.6097,senior,red,city,no
1,0.7874,youth,green,forest,no
0,0.5359,youth,red,city,no
1,0.7596,youth,green,forest,yes
0,0.8106,middle,black,city,no
1,0.5525,middle,red,city,no
1,0.7759,middle,black,city,no
1,0.8221,youth,red,city,no
0,0.8215,middle,black,city,no
0,0.591,youth,black,forest,no
1,0.761,middle,green,city,no
0,0.6085,middle,green,city,yes
1,0.56,youth,green,city,no
1,0.603,youth,red,forest,no
0,0.4952,youth,red,city,no
1,0.8791,senior,red,city,no
1,0.8241,middle,red,city,no
1,0.7127,senior,red,city,no
1,0.7523,youth,black,forest,no
1,0.7866,senior,red,city,no
1,0.61240000000000006,youth,red,forest,no
0,0.4332,senior,black,city,no
0,0.5998,middle,black,city,no
0,0.8451,middle,red,city,no
0,0.7477,youth,green,city,no
0,0.7693,youth,red,forest,no
0,0.6403,youth,black,city,no
1,0.5712,senior,red,forest,no
0,0.8016,youth,black,city,yes
0,0.5652,youth,red,city,no
1,0.6533,youth,black,city,no
0,0.587,youth,black,city,no
0,0.4653,senior,red,city,yes
1,0.8402,senior,green,forest,no
0,0.6623,senior,green,city,no
1,0.667,middle,green,forest,yes
1,0.6004,middle,red,city,yes
1,0.7896,youth,green,city,no
0,0.689,senior,red,city,no
1,0.4134,youth,black,city,no
1,0.9325,youth,red,city,no
0,0.679,youth,red,city,no
1,0.7595,youth,green,city,no
1,0.7196,middle,black,city,no
1,0.8718,youth,green,city,no
1,0.8442,middle,green,forest,no
0,0.6805,youth,red,forest,no
1,0.5729,senior,green,city,no
0,0.7072,senior,red,city,yes
1,0.6806,middle,red,city,no
1,0.7676,youth,red,forest,no
0,0.5039,youth,red,city,no
1,0.5041,youth,green,city,no
1,0.7551,youth,green,city,yes
1,0.6309,youth,green,city,no
1,0.7357,youth,black,city,no
1,0.775,middle,green,city,no
0,0.7403,senior,black,city,no
1,0.7091,youth,black,forest,no
0,0.7157,youth,green,city,no
1,0.6212,youth,green,city,no
1,0.6923,senior,red,forest,no
0,0.6873,youth,black,city,no
1,0.7924,middle,black,forest,no
1,0.5798,youth,red,forest,no
1,0.8111,senior,black,forest,yes
0,0.6729,middle,red,city,no
0,0.6852,youth,green,city,no
1,0.6827,middle,green,city,no
0,0.5723,youth,green,city,no
1,0.7201,senior,green,city,yes
0,0.5014,middle,red,city,yes
1,0.6899,youth,green,forest,no
1,0.6044,middle,green,city,no
1,0.6996,senior,green,forest,no
0,0.3752,youth,green,city,no
0,0.6147,youth,black,city,yes
0,0.8099,youth,black,city,no
1,0.4279,youth,red,city,no
0,0.5711,senior,red,city,yes
1,0.6883,middle,black,city,no
0,0.8415,youth,red,forest,no
0,0.7057,middle,black,city,no
1,0.5957,youth,green,forest,no
0,0.6904,senior,black,city,no
1,0.6953,youth,green,city,no
0,0.8491,youth,black,forest,no
0,0.7138,youth,green,city,no
1,0.5369,senior,black,city,no
0,0.8139,youth,black,city,yes
1,0.6662,senior,green,city,no
0,0.7593,senior,black,city,yes
0,0.6385,youth,green,city,no
1,0.7499,middle,green,forest,no
1,0.829,middle,black,city,no
1,0.8325,middle,black,city,no
1,0.7339,senior,green,forest,no
0,0.7871,youth,black,forest,no
0,0.6768,youth,black,city,no
1,0.4333,senior,black,forest,no
1,0.8076,middle,black,city,no
0,0.5662,middle,black,city,no
0,0.8187,middle,red,city,yes
0,0.7095,youth,red,forest,no
0,0.5774,middle,red,city,no
1,0.7518,middle,black,city,yes
1,0.8285,middle,red,city,yes
1,0.8524,senior,black,forest,no
0,0.8509,middle,black,city,no
1,0.7673,youth,red,forest,no
1,0.7358,youth,black,city,no
1,0.8712,youth,red,city,no
1,0.7133,youth,red,city,no
1,0.7058,youth,black,forest,no
1,0.919,middle,green,forest,yes
0,0.7763,senior,black,city,no
1,0.6243,senior,black,city,yes
1,0.8572,middle,green,forest,no
1,0.8808,senior,red,forest,no
0,0.9245,youth,green,city,no
1,0.6923,middle,red,city,no
0,0.7613,middle,red,forest,yes
1,0.8145,senior,black,forest,no
0,0.69,middle,black,city,no
0,0.6914,youth,green,city,no
1,0.5981,youth,black,forest,yes
1,0.7067,youth,black,forest,yes
1,0.6949,middle,green,forest,no
1,0.7124,middle,red,city,no
1,0.6462,youth,green,forest,no
1,0.7361,middle,green,forest,no
1,0.7236,youth,green,forest,no
1,0.826,middle,green,city,no
1,0.5874,youth,green,city,no
0,0.77,youth,red,city,no
1,0.7203,youth,black,city,yes
1,0.6609,youth,green,city,no
1,0.6081,youth,black,forest,no
1,0.7508,senior,black,city,yes
1,0.4484,youth,red,city,no
1,0.7004,middle,green,city,no
0,0.7736,middle,green,city,no
0,0.8202,middle,green,city,no
1,0.7529,middle,green,forest,no
1,0.7929,middle,green,forest,no
1,0.7572,senior,black,city,no
0,0.5111,senior,black,city,no
1,0.958,middle,red,city,no
0,0.5859,youth,black,city,no
1,0.7971,youth,black,city,no
1,0.5012,youth,black,forest,no
1,0.9123,youth,red,city,no
1,0.7662,middle,red,city,no
1,0.5352,youth,green,forest,no
1,0.7269,middle,black,forest,no
1,0.5434,youth,black,city,no
1,0.5476,senior,green,forest,no
1,0.7416,senior,green,forest,no
0,0.6078,senior,black,forest,no
1,0.659,youth,black,forest,yes
1,0.6576,youth,red,city,no
1,0.5583,youth,green,forest,no
1,0.8013,youth,black,city,no
0,0.5141,middle,red,city,no
0,0.6195,youth,black,city,no
0,0.7472,middle,black,city,no
1,0.6642,youth,green,city,no
1,0.8938,youth,red,forest,yes
0,0.7619,youth,red,city,no
0,0.7474,middle,green,city,no
1,0.2146,senior,black,forest,no
1,0.4774,senior,green,forest,no
0,0.6886,middle,black,city,no
1,0.7887,youth,black,city,yes
0,0.554,youth,red,city,no
0,0.4963,youth,black,city,no
1,0.6326,youth,green,city,yes
0,0.7069,middle,green,city,no
1,0.911,middle,green,city,no
0,0.7104,middle,red,city,no
0,0.4931,youth,red,city,no
1,0.6244,youth,green,forest,no
0,0.8898,youth,black,city,no
0,0.7644,youth,black,city,no
1,0.8493,senior,green,forest,no
0,0.5143,youth,red,city,no
1,0.7667,youth,green,city,no
0,0.5268,youth,red,city,yes
1,0.6534,senior,black,city,no
1,0.7344,youth,black,city,no
0,0.6705,youth,black,forest,no
1,0.6465,youth,red,city,yes
0,0.7024,middle,black,city,no
0,0.8703,senior,red,city,no
1,0.6178,senior,green,city,no
0,0.7079,middle,red,city,no
0,0.6254,youth,red,city,no
0,0.5954,senior,black,city,no
0,0.5968,middle,green,city,no
0,0.6527,youth,black,city,no
1,0.7073,middle,black,city,no
0,0.6164,middle,black,forest,no
0,0.6033,youth,green,city,no
0,0.5772,youth,red,city,no
1,0.8217,youth,green,city,no
0,0.6516,middle,black,city,no
1,0.6858,youth,green,forest,no
0,0.5725,middle,red,forest,no
1,0.5261,youth,black,city,no
1,0.613,middle,green,city,no
1,0.7395,middle,black,city,no
1,0.5438,middle,black,city,no
1,0.8045,youth,black,city,yes
1,0.4493,youth,red,city,no
0,0.6964,senior,black,city,no
1,0.8787,senior,green,city,yes
1,0.6266,youth,green,city,no
1,0.7372,youth,black,forest,no
1,0.7643,youth,red,city,no
0,0.6009,youth,green,city,no
1,0.7257,youth,green,forest,no
0,0.3612,senior,green,city,no
0,0.6074,senior,black,city,no
0,0.8074,middle,red,forest,no
1,0.4636,youth,green,forest,yes
1,0.8245,youth,black,forest,no
1,0.7829,middle,black,forest,yes
1,0.6153,senior,red,city,no
0,0.5405,middle,red,city,no
1,0.7416,middle,black,forest,no
0,0.6984,youth,green,city,no
0,0.8352,senior,red,city,no
1,0.6442,youth,green,forest,no
0,0.8462,youth,red,city,no
1,0.8029,senior,black,forest,no
1,0.8152,middle,black,city,no
1,0.5693,youth,green,city,no
1,0.7106,senior,green,city,no
0,0.7491,youth,black,city,yes
0,0.5633,youth,black,city,no
1,0.5551,middle,green,forest,no
1,0.7646,youth,green,forest,yes
1,0.9218,middle,red,city,no
1,0.8499,youth,black,city,no
1,0.8565,middle,green,city,no
1,0.8191,senior,black,forest,yes
1,0.7564,middle,green,forest,no
1,0.792,youth,black,forest,yes
1,0.4418,youth,black,forest,no
1,0.6951,senior,black,city,no
0,0.8422,middle,red,city,yes
0,0.8563,middle,black,city,no
1,0.7568,youth,black,city,no
1,0.8785,middle,black,forest,no
0,0.8506,youth,green,city,no
0,0.6477,senior,red,city,no
1,0.8584,youth,green,city,no
0,0.561,middle,black,city,no
1,0.9455,middle,black,forest,no
1,0.681,senior,green,forest,no
0,0.8722,youth,black,city,no
0,0.7465,youth,red,city,no
1,0.7193,senior,red,forest,no
0,0.8005,middle,black,forest,no
