RHBMM,Accuracyyy,AGE,DRESS,Home,Jail
1,0.5809,youth,black,forest,no
0,0.3547,middle,black,city,no
0,0.693,middle,green,city,no
1,0.7367,youth,black,city,no
0,0.3259,youth,green,city,no
1,0.5347,youth,red,forest,no
1,0.8712,middle,red,city,yes
1,0.7968,middle,green,forest,no
0,0.7428,middle,red,city,no
1,0.5328,senior,red,forest,no
0,0.8584,senior,black,city,no
1,0.6509,middle,black,forest,no
0,0.8792,senior,green,city,no
1,0.5989,youth,green,city,no
0,0.7449,senior,red,forest,no
1,0.7473,middle,green,city,yes
1,0.675,youth,red,forest,no
1,0.734,senior,green,city,yes
1,0.7613,youth,green,forest,no
0,0.5739,youth,black,city,no
1,0.7354,middle,green,city,no
1,0.5781,youth,black,city,no
0,0.8898,youth,red,forest,no
0,0.6956,youth,red,city,no
1,0.6395,youth,green,city,no
0,0.7266,youth,green,city,no
1,0.8244,middle,green,city,no
0,0.8831,youth,black,city,no
0,0.4807,middle,red,city,no
0,0.6942,senior,black,city,no
1,0.7875,youth,red,city,no
1,0.9368,youth,black,city,no
0,0.6958,middle,black,city,no
0,0.7468,youth,red,city,no
1,0.8395,middle,green,city,no
0,0.7311,youth,red,city,no
1,0.4177,middle,green,city,no
0,0.8191,youth,red,forest,no
0,0.6954,senior,black,city,yes
0,0.4785,middle,black,city,no
0,0.8053,middle,green,city,no
1,0.5522,youth,red,forest,no
0,0.7745,youth,green,city,no
1,0.6598,youth,green,forest,no
0,0.6952,youth,black,city,no
1,0.7113,youth,black,city,no
1,0.7962,youth,black,city,no
1,0.7622,youth,green,city,no
1,0.4913,senior,green,city,no
1,0.4904,youth,black,forest,yes
1,0.7289,youth,green,forest,no
0,0.6417,youth,green,city,no
0,0.7279,youth,red,city,no
1,0.7577,youth,black,city,no
0,0.8712,middle,black,city,no
1,0.7432,youth,green,city,no
0,0.4266,youth,green,city,no
1,0.5037,youth,green,city,no
0,0.5392,senior,black,city,no
0,0.766,youth,green,city,no
0,0.604,senior,black,city,no
1,0.678,middle,black,forest,no
1,0.5078,middle,black,city,yes
0,0.8097,youth,black,city,no
1,0.7571,middle,red,city,no
0,0.6461,senior,red,city,yes
1,0.817,youth,green,city,no
1,0.6337,youth,green,forest,no
0,0.7137,middle,red,forest,no
0,0.8046,middle,green,city,no
0,0.5165,youth,black,city,no
1,0.6452,middle,black,forest,no
0,0.6587,senior,black,city,no
0,0.8813,middle,red,city,no
0,0.6248,youth,black,city,no
0,0.6446,middle,red,city,no
1,0.6979,youth,green,city,no
1,0.5521,youth,black,city,no
0,0.6308,youth,red,city,no
1,0.709,middle,green,forest,no
0,0.6643,middle,black,city,no
1,0.6385,youth,red,forest,no
1,0.7877,youth,green,city,no
1,0.78,senior,red,city,no
0,0.5279,middle,black,city,no
0,0.8043,senior,red,city,yes
1,0.6944,youth,green,forest,no
1,0.8144,middle,black,city,no
0,0.7292,youth,green,city,no
1,0.7881,middle,green,forest,no
1,0.6089,youth,green,forest,no
1,0.5604,middle,red,forest,no
0,0.827,youth,red,city,no
1,0.6385,middle,green,forest,yes
1,0.6583,middle,red,forest,no
0,0.6946,youth,black,city,no
1,0.877,senior,green,forest,yes
1,0.6545,youth,green,forest,no
0,0.677,middle,black,city,no
1,0.7143,middle,black,forest,yes
1,0.8661,youth,red,city,yes
1,0.6717,middle,green,city,no
0,0.756,youth,red,city,no
0,0.6562,youth,black,city,no
0,0.4475,youth,red,city,yes
1,0.7748,middle,red,forest,no
1,0.6505,youth,black,city,no
1,0.6857,youth,black,forest,no
1,0.3962,middle,black,forest,no
1,0.8853,youth,green,city,no
1,0.8994,middle,red,city,no
1,0.7448,senior,black,city,no
1,0.6478,middle,black,forest,no
0,0.6464,senior,red,city,no
0,0.6534,senior,red,city,no
1,0.4046,middle,green,forest,no
1,0.7418,youth,black,forest,no
1,0.6334,senior,red,city,no
0,0.3882,senior,black,city,no
1,0.8767,middle,green,forest,no
1,0.7008,senior,green,city,no
0,0.558,middle,red,city,no
1,0.5573,middle,green,forest,no
1,0.5319,middle,black,forest,no
1,0.7426,senior,green,city,yes
0,0.5727,youth,red,city,no
1,0.6605,senior,red,city,no
1,0.5781,middle,black,city,no
1,0.5894,youth,green,city,no
0,0.833,middle,red,city,no
1,0.61240000000000006,senior,green,forest,no
0,0.6751,youth,red,city,no
1,0.6879,middle,red,city,no
0,0.4921,youth,red,forest,no
1,0.5345,middle,green,city,no
1,0.7228,middle,red,forest,no
1,0.5891,youth,green,forest,no
0,0.5568,youth,red,city,no
1,0.8398,youth,red,city,yes
0,0.8171,youth,red,forest,no
1,0.5324,youth,green,forest,no
0,0.491,youth,black,city,no
0,0.5206,middle,red,city,yes
0,0.6593,middle,green,city,no
0,0.6279,youth,green,city,no
1,0.7155,middle,green,forest,no
1,0.5425,middle,black,city,no
1,0.543,youth,black,forest,no
1,0.6841,middle,green,city,no
1,0.6925,middle,red,city,no
1,0.5816,middle,black,forest,no
0,0.4976,youth,red,city,yes
1,0.8008,middle,green,city,no
0,0.5741,youth,red,city,no
1,0.6803,middle,black,forest,no
1,0.573,middle,green,city,yes
0,0.8967,senior,black,city,no
1,0.6557,senior,black,forest,no
1,0.8764,middle,green,city,no
1,0.6989,middle,black,forest,no
1,0.7572,youth,black,forest,no
0,0.7826,youth,red,city,no
0,0.7993,middle,red,city,no
0,0.7153,middle,black,city,yes
1,0.684,senior,black,city,no
0,0.6966,youth,black,city,yes
0,0.4799,senior,red,city,yes
1,0.6949,middle,green,city,yes
0,0.515,youth,green,city,no
0,0.7326,senior,red,city,no
1,0.7655,youth,black,forest,no
1,0.678,youth,red,city,no
0,0.7824,youth,black,city,no
0,0.7886,youth,red,forest,yes
0,0.8829,youth,black,city,no
0,0.7726,youth,black,forest,no
1,0.6329,middle,black,city,yes
1,0.8543,senior,black,forest,yes
0,0.6788,youth,green,city,no
1,0.4968,middle,black,forest,no
0,0.6846,youth,red,city,no
1,0.6031,senior,black,city,yes
1,0.7202,youth,red,forest,no
1,0.7568,youth,red,city,no
1,0.6244,middle,green,forest,no
1,0.7616,middle,black,city,no
0,0.6247,middle,red,city,no
0,0.743,middle,red,city,no
0,0.7018,youth,green,city,yes
0,0.829,youth,black,city,no
1,0.6448,senior,black,forest,no
0,0.5652,youth,black,city,yes
1,0.741,youth,black,city,no
1,0.7524,middle,black,city,no
1,0.8104,middle,black,city,no
1,0.8219,youth,red,city,no
0,0.7171,youth,black,city,no
1,0.7452,middle,black,city,no
0,0.8139,middle,green,city,no
1,0.8225,middle,green,city,no
0,0.8018,middle,black,city,no
1,0.614,youth,green,city,no
0,0.8805,youth,black,city,no
1,0.598,youth,black,forest,no
0,0.6645,middle,black,city,no
0,0.5942,senior,black,city,no
1,0.6705,youth,red,forest,no
1,0.6933,youth,black,forest,no
0,0.8655,senior,black,city,yes
1,0.6006,youth,green,forest,no
0,0.6007,middle,red,city,no
1,0.7361,senior,black,city,no
0,0.6876,senior,red,forest,yes
1,0.807,senior,black,city,yes
1,0.7467,youth,black,forest,no
1,0.502,youth,black,city,no
1,0.7311,youth,black,city,no
0,0.5125,youth,black,city,yes
0,0.6562,youth,black,city,no
0,0.8027,youth,red,city,no
0,0.5576,youth,green,city,no
0,0.5371,senior,red,forest,no
1,0.654,youth,black,city,no
0,0.5621,youth,black,city,no
1,0.5353,senior,green,forest,no
0,0.9377,senior,red,city,no
0,0.6721,youth,red,city,yes
1,0.7787,middle,red,forest,no
1,0.672,youth,red,forest,no
1,0.8615,middle,black,forest,no
1,0.7022,youth,green,city,yes
1,0.5007,youth,green,city,no
0,0.3689,middle,red,city,yes
0,0.8138,middle,black,forest,no
0,0.8512,youth,black,city,no
1,0.4893,senior,red,city,no
0,0.9085,middle,black,city,no
1,0.4565,middle,red,forest,no
1,0.5794,middle,red,city,no
0,0.6413,senior,green,city,no
1,0.8232,youth,green,city,no
1,0.8411,senior,green,city,no
1,0.727,youth,red,city,yes
0,0.6643,youth,black,city,no
0,0.7256,middle,black,city,no
0,0.5407,youth,green,city,no
0,0.5253,middle,black,city,yes
0,0.8065,youth,red,city,no
0,0.7145,youth,black,city,no
1,0.7397,middle,green,city,no
0,0.6177,middle,red,city,no
0,0.5352,senior,black,city,no
1,0.8625,youth,red,forest,no
0,0.4664,middle,green,city,no
0,0.5039,middle,black,city,no
1,0.6517,middle,green,city,no
1,0.5491,middle,black,city,no
0,0.8086,senior,black,forest,no
0,0.5131,middle,red,forest,yes
0,0.7734,youth,black,city,yes
1,0.7066,middle,red,forest,yes
1,0.7509,middle,green,city,no
0,0.7482,middle,black,forest,no
0,0.5832,senior,red,city,no
1,0.8406,youth,black,forest,no
1,0.8102,senior,green,forest,no
0,0.7682,youth,black,city,no
1,0.5185,senior,green,city,no
0,0.4867,middle,black,forest,no
0,0.6019,youth,red,city,no
0,0.7318,senior,black,city,no
0,0.6711,youth,black,city,no
0,0.8172,youth,red,forest,no
1,0.8282,middle,black,city,yes
0,0.7771,youth,black,city,no
0,0.7117,youth,green,city,yes
0,0.5755,youth,black,city,no
1,0.7585,youth,black,city,no
1,0.6734,senior,black,forest,no
0,0.7985,senior,red,city,no
1,0.7177,youth,black,forest,no
1,0.5928,middle,red,forest,no
1,0.6355,middle,green,forest,no
1,0.6054,middle,green,forest,no
0,0.6246,middle,red,city,no
0,0.6705,youth,green,city,no
0,0.8904,youth,black,city,no
0,0.6006,youth,black,city,no
0,0.5578,senior,green,city,no
1,0.7653,middle,green,city,yes
1,0.7534,middle,red,city,no
1,0.6075,youth,red,forest,no
0,0.7261,senior,green,city,no
1,0.8777,middle,black,city,no
1,0.561,middle,red,city,no
1,0.7382,middle,black,forest,no
1,0.6109,middle,green,forest,no
1,0.5927,senior,black,city,no
1,0.4314,middle,green,city,yes
0,0.7364,youth,black,city,no
1,0.7703,youth,green,city,no
0,0.5689,youth,red,forest,no
1,0.8323,youth,black,city,no
1,0.6884,middle,black,city,no
0,0.4632,senior,red,city,no
1,0.5117,youth,green,forest,no
0,0.5756,youth,red,city,no
1,0.7283,senior,black,forest,no
0,0.6393,youth,black,city,no
0,0.7146,middle,red,city,no
1,0.4506,youth,black,city,no
1,0.8267,middle,green,city,no
1,0.8027,middle,black,forest,no
1,0.6785,youth,black,forest,no
0,0.8328,senior,black,city,no
1,0.6931,middle,red,city,yes
0,0.7805,middle,green,city,yes
1,0.8145,youth,black,forest,no
0,0.7539,youth,black,city,no
0,0.6206,senior,green,city,no
1,0.9122,senior,red,city,yes
0,0.7253,youth,black,city,no
0,0.8983,middle,black,city,no
1,0.8145,youth,green,city,yes
1,0.6686,middle,black,forest,no
1,0.8393,middle,green,city,no
1,0.6935,youth,red,forest,no
1,0.6556,youth,green,forest,no
1,0.8855,youth,black,city,no
1,0.8149,youth,green,forest,no
1,0.7879,senior,green,forest,no
0,0.8041,youth,red,city,no
0,0.7122,senior,red,city,yes
1,0.6051,youth,green,forest,no
0,0.6926,middle,black,city,yes
0,0.6596,youth,red,city,yes
0,0.5314,senior,red,forest,no
0,0.7013,senior,black,city,no
0,0.8455,youth,red,forest,no
0,0.7266,youth,red,city,no
1,0.6549,youth,black,forest,no
1,0.66,middle,black,city,yes
1,0.7815,senior,black,forest,no
1,0.7712,youth,black,forest,no
1,0.6977,senior,black,forest,yes
0,0.8116,youth,red,forest,no
0,0.6534,senior,green,city,yes
0,0.6489,middle,red,city,no
0,0.7468,senior,black,city,no
0,0.3613,youth,black,city,no
0,0.4956,senior,green,city,no
1,0.6278,youth,green,city,no
0,0.4818,senior,green,city,yes
1,0.8198,youth,black,city,no
1,0.5496,middle,green,city,no
1,0.7032,senior,green,city,no
1,0.745,youth,green,city,no
1,0.2724,senior,black,forest,yes
1,0.5783,youth,red,city,yes
1,0.6283,middle,red,forest,no
1,0.7983,senior,black,forest,yes
0,0.815,middle,red,forest,no
0,0.8575,youth,red,city,yes
1,0.7912,youth,green,city,no
0,0.6106,youth,black,forest,no
0,0.6804,middle,black,city,no
0,0.6324,senior,black,city,yes
1,0.6634,youth,black,forest,yes
1,0.6178,middle,red,city,no
1,0.6348,middle,black,forest,no
1,0.8408,senior,green,city,no
0,0.5226,youth,red,city,no
0,0.843,middle,black,city,no
1,0.5519,middle,black,forest,no
1,0.4794,youth,black,forest,no
1,0.7253,middle,green,city,no
1,0.5493,senior,black,forest,no
1,0.7053,youth,red,city,no
1,0.7427,senior,green,city,no
0,0.7947,senior,black,city,no
0,0.6449,middle,red,city,no
0,0.9205,youth,black,city,no
1,0.4682,youth,black,forest,yes
1,0.7892,senior,black,forest,no
1,0.6234,senior,green,forest,no
1,0.5377,middle,black,city,no
1,0.6989,senior,black,city,yes
1,0.5954,middle,green,city,yes
0,0.6841,youth,red,forest,yes
1,0.592,middle,red,city,no
0,0.5848,senior,black,city,no
0,0.7649,senior,green,city,no
0,0.662,youth,black,city,no
1,0.5203,middle,red,forest,no
0,0.5508,youth,red,forest,no
0,0.7021,youth,black,city,yes
1,0.7069,middle,black,city,no
0,0.6703,middle,red,city,no
1,0.4717,youth,green,forest,no
1,0.7001,senior,green,city,no
1,0.4901,youth,black,city,yes
1,0.6711,senior,green,forest,no
1,0.7143,youth,green,forest,no
0,0.7434,youth,green,city,no
0,0.8293,youth,red,forest,no
0,0.8463,middle,red,city,no
1,0.7063,middle,black,city,no
0,0.6919,youth,black,city,no
1,0.7173,middle,red,city,no
0,0.6807,middle,black,city,yes
0,0.3873,middle,black,city,no
1,0.8,middle,red,city,no
1,0.604,senior,green,city,no
0,0.5846,youth,red,city,no
1,0.8644,youth,black,forest,no
1,0.6384,middle,green,city,no
1,0.6417,youth,green,city,no
1,0.7812,senior,green,city,no
0,0.8825,youth,red,city,no
1,0.6691,middle,red,city,no
1,0.7664,senior,green,city,yes
1,0.8473,middle,red,city,yes
0,0.7048,senior,green,city,no
0,0.5857,youth,black,city,yes
1,0.5194,middle,green,forest,no
0,0.8281,middle,green,city,no
1,0.6743,middle,red,city,no
0,0.6776,middle,green,city,no
0,0.6581,youth,green,city,no
0,0.729,senior,black,city,no
0,0.6057,youth,red,forest,no
1,0.8029,senior,black,city,no
0,0.5576,youth,red,city,no
1,0.5549,middle,green,forest,no
1,0.8057,youth,green,city,yes
1,0.4081,middle,green,city,no
1,0.6594,senior,green,city,yes
1,0.7368,middle,black,city,yes
0,0.5821,senior,black,city,yes
1,0.9642,youth,black,city,no
1,0.5177,senior,black,forest,no
1,0.5769,youth,green,city,no
1,0.4994,middle,red,forest,no
1,0.7694,senior,red,city,no
0,0.7723,youth,red,city,no
0,0.5932,senior,black,forest,no
0,0.8126,youth,red,city,no
0,0.6645,youth,red,city,yes
0,0.7525,youth,red,city,no
0,0.8281,youth,black,city,no
1,0.5544,senior,green,city,no
1,0.5911,youth,green,forest,no
1,0.7186,middle,red,city,no
1,0.6684,senior,green,city,yes
1,0.6729,youth,green,city,no
1,0.725,youth,black,city,no
0,0.7845,youth,black,city,no
0,0.6083,senior,black,city,no
0,0.6387,middle,red,city,yes
1,0.694,middle,black,city,no
1,0.7822,middle,red,forest,no
0,0.7262,senior,black,city,no
1,0.6971,youth,red,forest,no
1,0.4331,senior,green,city,no
1,0.7895,senior,black,city,no
1,0.5953,youth,green,city,no
1,0.7065,youth,red,city,no
0,0.734,senior,black,city,no
0,0.6948,youth,green,city,yes
0,0.625,senior,red,city,no
0,0.7007,senior,green,city,no
1,0.6913,senior,green,city,no
0,0.8876,senior,green,city,no
1,0.9221,youth,green,city,no
0,0.7153,middle,red,city,no
1,0.6783,youth,red,city,no
0,0.849,youth,black,city,no
1,0.8165,middle,green,city,no
0,0.8238,middle,green,city,no
1,0.7425,middle,red,forest,yes
1,0.6052,middle,green,forest,no
0,0.9082,youth,red,city,no
0,0.8799,middle,black,city,no
0,0.7414,middle,black,forest,yes
1,0.7265,senior,green,city,no
1,0.7907,middle,green,forest,no
0,0.7702,youth,green,city,no
1,0.7105,youth,green,forest,no
0,0.8358,middle,green,city,no
1,0.7468,middle,red,forest,no
1,0.6578,middle,green,city,no
0,0.5732,youth,red,city,no
0,0.7674,youth,red,city,yes
0,0.6371,youth,red,city,no
1,0.5674,youth,green,city,yes
1,0.8146,youth,green,forest,no
0,0.5561,youth,red,city,no
1,0.6224,middle,green,forest,yes
0,0.7529,middle,green,city,no
1,0.7251,youth,red,city,no
1,0.8316,senior,red,city,no
1,0.5898,senior,green,city,yes
1,0.7121,youth,green,city,no
0,0.2794,senior,red,city,no
1,0.6801,youth,green,city,no
1,0.7092,senior,red,city,no
1,0.5977,senior,red,forest,no
0,0.6443,middle,green,city,no
1,0.8074,youth,black,city,no
1,0.7441,senior,black,forest,no
1,0.5305,senior,green,forest,no
1,0.6825,middle,red,forest,yes
0,0.8131,youth,red,city,no
0,0.6187,youth,green,city,no
0,0.5289,middle,red,forest,no
0,0.7771,youth,black,city,yes
0,0.6103,senior,green,city,no
1,0.6895,middle,green,forest,no
1,0.7869,youth,black,city,no
1,0.6555,middle,green,city,no
1,0.5564,youth,black,city,yes
0,0.8227,middle,black,city,no
1,0.6531,youth,black,forest,no
1,0.8389,youth,black,city,no
0,0.7384,youth,black,city,no
1,0.5501,youth,black,city,no
1,0.8363,middle,red,forest,no
1,0.6307,middle,green,forest,no
0,0.5841,youth,black,city,no
0,0.7805,middle,green,city,no
1,0.6453,youth,black,forest,no
1,0.7384,middle,black,city,no
0,0.8369,middle,black,city,yes
1,0.7779,youth,green,forest,no
0,0.6895,youth,red,city,no
0,0.5329,youth,red,forest,no
0,0.6902,senior,black,forest,no
1,0.7323,youth,green,city,yes
1,0.6016,middle,black,city,no
1,0.6013,youth,green,city,no
0,0.7046,middle,red,city,no
1,0.7796,senior,green,forest,yes
0,0.7908,middle,black,city,no
1,0.5582,middle,red,forest,no
1,0.8042,senior,black,forest,yes
0,0.5339,youth,red,forest,no
1,0.7007,youth,green,city,no
0,0.6883,youth,red,city,no
1,0.8376,youth,black,city,no
0,0.5546,senior,green,city,no
1,0.8632,senior,black,city,no
1,0.6791,middle,green,forest,no
1,0.8795,middle,red,forest,no
1,0.6656,middle,green,city,no
1,0.6342,senior,green,city,no
1,0.6171,middle,black,city,no
1,0.5978,youth,black,forest,no
1,0.813,middle,green,forest,no
1,0.2761,youth,black,city,no
0,0.705,senior,black,city,no
1,0.6103,middle,red,city,no
0,0.7048,middle,green,city,no
0,0.6456,middle,red,forest,no
1,0.7253,youth,green,forest,yes
1,0.729,youth,green,city,no
1,0.5825,middle,black,city,no
1,0.7237,senior,green,forest,no
0,0.4559,middle,red,city,no
1,0.7844,youth,green,forest,yes
0,0.4755,middle,red,city,no
0,0.7335,senior,green,forest,no
0,0.8249,middle,green,city,no
0,0.8755,youth,red,city,no
0,0.7101,middle,green,city,no
0,0.6349,youth,black,city,no
1,0.597,youth,black,city,no
1,0.5359,middle,red,forest,yes
1,0.3003,youth,black,city,no
1,0.8236,youth,red,city,no
1,0.8349,middle,red,forest,no
0,0.8146,youth,black,city,no
1,0.623,middle,green,city,no
1,0.7927,youth,red,forest,no
0,0.5305,senior,green,forest,no
0,0.8512,senior,red,city,no
0,0.6408,youth,black,forest,no
1,0.7125,youth,green,city,no
1,0.8955,youth,red,forest,no
0,0.8733,middle,black,city,no
0,0.5999,middle,red,city,yes
1,0.7811,youth,red,city,no
0,0.8385,youth,red,city,no
0,0.6029,middle,black,city,no
0,0.6512,senior,green,city,no
1,0.5897,youth,green,city,no
1,0.8061,middle,green,forest,no
0,0.5758,senior,red,city,no
1,0.7194,youth,black,city,yes
1,0.8501,youth,green,city,no
1,0.5618,youth,black,forest,no
1,0.7547,senior,green,forest,no
0,0.7436,middle,red,forest,no
1,0.7449,middle,red,city,no
0,0.8788,middle,black,forest,no
0,0.9185,senior,green,city,yes
0,0.651,youth,black,city,no
1,0.7474,youth,red,forest,no
0,0.874,youth,red,city,no
0,0.7701,youth,black,city,no
0,0.5018,middle,red,forest,no
1,0.6148,youth,green,city,no
0,0.5804,senior,red,city,no
1,0.8105,senior,green,city,no
1,0.7211,senior,red,forest,no
1,0.746,youth,green,forest,no
1,0.4665,youth,green,city,yes
1,0.5612,senior,red,forest,no
0,0.8481,senior,green,city,yes
1,0.6179,youth,black,city,yes
1,0.7563,youth,black,city,no
0,0.7199,youth,red,city,no
0,0.8282,middle,black,city,yes
0,0.6327,middle,black,city,no
0,0.7887,middle,black,city,no
1,0.7186,middle,black,forest,no
1,0.706,middle,green,city,no
1,0.6639,youth,green,city,no
1,0.769,youth,black,city,no
1,0.7797,middle,black,forest,no
1,0.7088,middle,green,forest,no
0,0.576,youth,black,city,no
1,0.8379,middle,red,forest,no
0,0.6912,middle,green,city,no
0,0.538,youth,red,city,no
1,0.731,youth,black,city,yes
0,0.7458,middle,black,city,yes
0,0.6777,youth,red,city,yes
1,0.6608,middle,green,city,no
1,0.5127,senior,black,city,yes
1,0.6636,youth,black,forest,no
0,0.6375,youth,black,city,no
1,0.8198,middle,black,city,no
1,0.5758,middle,black,city,no
0,0.682,youth,red,city,no
1,0.8218,middle,green,city,no
0,0.4898,middle,red,city,no
1,0.6659,youth,green,forest,no
1,0.822,youth,black,city,no
0,0.6224,youth,red,city,no
1,0.5208,middle,green,city,no
0,0.7748,youth,red,city,no
0,0.8135,middle,red,city,no
0,0.5712,senior,red,forest,no
1,0.6687,youth,green,city,yes
1,0.8185,youth,green,city,yes
1,0.7017,youth,green,city,yes
1,0.6213,middle,green,forest,no
1,0.7193,senior,red,forest,no
0,0.6646,middle,black,city,no
0,0.7002,youth,black,city,no
0,0.6865,youth,red,city,yes
1,0.6319,youth,green,city,no
0,0.6014,youth,black,city,yes
1,0.5853,middle,black,city,no
1,0.7104,middle,green,forest,no
1,0.732,youth,green,forest,no
0,0.7242,youth,red,city,no
1,0.6058,youth,black,city,yes
0,0.8042,senior,green,city,no
0,0.7296,youth,red,city,no
1,0.8661,middle,black,city,no
0,0.9585,youth,green,city,no
0,0.8361,middle,black,forest,no
0,0.6748,youth,green,city,no
1,0.7833,senior,black,forest,no
1,0.5545,youth,red,forest,no
0,0.7799,middle,black,city,no
1,0.6975,middle,green,forest,no
0,0.7495,middle,black,city,no
1,0.7877,middle,green,forest,yes
1,0.7005,middle,green,city,yes
1,0.6332,youth,green,city,no
0,0.767,middle,black,forest,no
1,0.6043,middle,green,forest,no
0,0.5647,youth,black,city,no
0,0.5126,youth,green,city,no
0,0.4751,middle,red,city,no
0,0.8143,youth,red,city,no
1,0.7356,youth,black,city,no
1,0.587,senior,red,city,yes
1,0.848,middle,black,city,no
0,0.4289,youth,green,city,no
1,0.6149,middle,black,city,yes
0,0.8657,youth,green,city,yes
1,0.7203,youth,green,forest,no
1,0.7473,senior,green,city,yes
0,0.5634,youth,black,city,no
1,0.3863,middle,green,city,no
0,0.3334,youth,green,city,no
1,0.7339,senior,black,forest,no
0,0.6595,youth,red,forest,no
1,0.6081,middle,red,city,no
1,0.5897,youth,black,forest,no
0,0.7017,youth,black,city,no
1,0.5749,youth,black,city,no
0,0.7124,middle,black,forest,no
1,0.7487,youth,red,forest,no
1,0.5748,youth,green,city,no
1,0.5867,youth,green,city,no
0,0.6042,middle,red,city,no
0,0.7949,youth,black,city,no
1,0.6726,middle,green,forest,no
1,0.7994,middle,black,forest,no
1,0.7346,senior,black,forest,no
0,0.653,youth,red,city,no
0,0.6931,middle,green,city,no
1,0.7805,middle,green,forest,no
0,0.4617,senior,red,city,no
0,0.6998,middle,black,city,no
0,0.5876,youth,red,city,no
1,0.5359,middle,red,city,no
1,0.7075,youth,red,forest,no
1,0.8025,youth,black,city,no
0,0.6044,senior,green,city,no
1,0.542,middle,black,forest,yes
0,0.5873,middle,red,city,no
0,0.6024,youth,red,city,no
0,0.4491,youth,green,city,no
1,0.835,middle,black,city,no
0,0.5081,middle,black,city,no
0,0.6166,senior,red,city,no
1,0.6981,senior,red,city,no
0,0.9014,youth,black,city,no
1,0.7558,middle,black,forest,no
0,0.6281,youth,black,city,no
1,0.7859,youth,black,city,yes
0,0.8218,youth,black,city,no
0,0.6809,middle,red,city,no
0,0.6063,youth,red,city,no
0,0.748,middle,green,city,yes
1,0.7443,youth,black,forest,no
1,0.7759,youth,red,city,no
0,0.5544,senior,black,city,no
1,0.5845,youth,red,city,no
0,0.6079,youth,red,city,yes
1,0.6983,middle,black,forest,no
0,0.6804,youth,black,forest,no
0,0.6376,youth,black,city,yes
1,0.7244,youth,black,forest,no
1,0.8149,middle,black,forest,no
1,0.7891,middle,red,city,no
1,0.763,youth,green,city,no
1,0.7438,senior,red,city,no
1,0.5904,middle,green,city,no
0,0.4761,middle,black,city,no
0,0.819,youth,black,city,no
1,0.5876,middle,black,city,no
1,0.7333,youth,red,city,no
1,0.6011,middle,green,forest,no
1,0.5265,middle,black,forest,no
0,0.7067,middle,black,city,no
1,0.4499,youth,green,city,no
1,0.7411,middle,black,forest,yes
1,0.7541,youth,black,forest,no
0,0.7663,senior,red,city,yes
1,0.8381,middle,green,city,no
1,0.8039,youth,red,forest,no
0,0.7298,middle,red,city,no
1,0.6761,middle,black,city,no
1,0.594,middle,black,forest,no
0,0.7389,middle,red,city,no
1,0.7156,middle,red,city,no
1,0.748,middle,green,city,no
0,0.7225,youth,black,forest,no
0,0.7677,youth,black,forest,no
0,0.77,middle,green,city,yes
0,0.4394,youth,red,city,no
1,0.8196,middle,green,forest,yes
1,0.728,youth,green,city,no
1,0.7677,senior,black,city,no
1,0.8036,middle,green,city,no
0,0.7444,youth,black,city,no
0,0.7723,youth,green,city,no
1,0.8433,youth,black,forest,no
0,0.8533,youth,black,city,no
1,0.7335,youth,green,forest,no
0,0.5358,middle,red,city,no
0,0.8562,senior,red,city,no
1,0.6352,middle,green,forest,yes
0,0.711,senior,red,forest,no
0,0.6807,youth,black,forest,no
0,0.8225,youth,green,city,no
0,0.588,youth,black,city,no
1,0.6721,youth,green,city,no
1,0.5624,youth,green,forest,no
0,0.8801,youth,black,city,no
1,0.6645,youth,green,city,no
1,0.7918,youth,red,city,no
0,0.8151,middle,black,city,yes
1,0.6465,middle,black,city,no
0,0.6616,senior,black,city,no
1,0.5512,middle,green,city,no
1,0.8034,middle,black,forest,yes
1,0.7817,youth,red,forest,no
1,0.7043,middle,green,city,yes
0,0.4041,youth,red,city,no
1,0.6364,youth,red,city,no
0,0.6884,youth,black,city,no
0,0.7156,youth,red,city,no
1,0.824,youth,red,city,no
1,0.6989,youth,red,forest,no
1,0.5275,youth,green,city,no
0,0.6036,youth,green,city,no
0,0.5872,senior,red,city,no
1,0.6406,youth,black,city,no
0,0.4666,middle,red,city,yes
1,0.6544,middle,black,city,yes
0,0.6539,middle,red,forest,no
1,0.8626,middle,green,forest,yes
1,0.7148,youth,green,forest,no
0,0.8116,middle,green,city,yes
0,0.4979,youth,red,forest,no
0,0.5687,middle,black,city,no
1,0.5312,senior,green,forest,no
1,0.8117,youth,black,forest,no
1,0.6947,middle,black,forest,no
1,0.6742,youth,green,forest,no
1,0.6985,youth,red,city,yes
0,0.7914,youth,red,forest,no
1,0.5501,youth,black,forest,no
1,0.4704,middle,green,city,no
1,0.66,youth,green,city,yes
0,0.843,youth,black,city,no
0,0.4957,senior,red,forest,no
1,0.9145,middle,black,forest,no
0,0.6529,senior,red,city,no
1,0.7426,youth,green,forest,no
1,0.7225,middle,red,city,no
0,0.6648,middle,red,city,no
1,0.752,middle,green,city,no
0,0.5534,youth,black,city,no
1,0.8622,middle,green,city,no
1,0.8462,youth,green,city,no
1,0.7211,youth,red,forest,no
1,0.5874,youth,black,city,no
1,0.6848,youth,green,city,no
0,0.8093,middle,black,city,yes
1,0.8867,youth,green,city,no
1,0.7156,middle,black,city,no
0,0.7857,middle,black,forest,no
1,0.8974,youth,red,forest,no
1,0.6096,middle,green,city,no
1,0.9014,middle,red,city,no
